0.26152,13.324,0.77475,-0.016244
0.12101,9.608,0.82283,0.0096934
0.088467,18.658,0.31351,0.054012
0.10238,18.462,0.35247,0.033469
0.14194,15.681,0.69367,0.10651
0.13015,15.218,0.89028,0.09816
0.13506,16.357,0.51448,0.046639
0.083789,26.216,0.25643,-0.011279
0.14397,12.636,0.31189,-0.014339
0.16313,10.643,0.073652,0.059398
0.072672,23.777,0.53012,0.032521
0.12572,14.477,-0.15042,0.032954
0.079014,34.896,0.4327,0.0062503
0.067591,15.285,0.86389,0.096366
0.080779,23.62,0.37532,0.057873
0.22038,15.048,0.96889,0.013867
0.05772,13.236,1.3176,0.096631
0.09505,9.857,0.35409,0.026303
0.070528,20.282,-0.13981,0.074489
0.094297,18.714,-0.42718,0.029542
0.30529,9.8286,-0.98033,-0.023761
0.18208,9.2662,0.75556,0.035187
0.074832,15.535,0.42598,0.05966
0.080261,13.959,0.48066,0.08998
0.13503,13.538,1.778,0.051886
0.2565,6.3068,0.75138,0.073738
0.51704,4.5603,0.072749,0.0063864
0.075141,17.534,1.1783,0.10127
0.31507,12.31,-0.80009,0.045635
0.043103,11.589,1.6789,0.084238
0.043778,10.367,0.41979,0.086377
0.12068,16.065,0.45131,-0.017569
0.048117,10.831,0.89679,0.073976
