0.27431,12.564,0.75495,0.025215
0.16039,8.2787,0.82435,0.03207
0.10138,17.283,0.27086,0.061243
0.11413,17.18,0.31476,0.035913
0.20004,13.633,0.69573,0.13448
0.16501,13.255,0.89891,0.11163
0.15956,15.142,0.49337,0.054325
0.10123,21.186,0.21443,0.014583
0.17755,11.081,0.27389,0.023577
0.17116,10.776,0.020716,0.057602
0.084822,21.133,0.50804,0.040304
0.1473,13.416,-0.18332,0.043235
0.097117,27.994,0.43418,0.021478
0.11003,11.477,0.85595,0.14174
0.085871,22.858,0.34476,0.053891
0.23176,14.933,0.91597,0.035791
0.084898,10.544,1.2956,0.13651
0.12854,8.2824,0.33939,0.053196
0.072871,19.929,-0.19385,0.069159
0.10751,17.149,-0.45666,0.03351
0.31469,9.2623,-1.0254,0.021633
0.19109,9.226,0.73109,0.044026
0.089604,14.274,0.39407,0.068077
0.091017,13.013,0.43956,0.10254
0.15408,12.25,1.7658,0.058843
0.28171,6.2216,0.73204,0.076235
0.51144,4.7333,0.069914,0.034794
0.08873,15.651,1.1311,0.11189
0.32219,12.537,-0.7906,0.038814
0.052578,9.8409,1.6709,0.1004
0.070605,7.9816,0.38827,0.12203
0.17138,11.956,0.45235,0.020128
0.066838,8.9547,0.89446,0.097222
