0.3391,6.0669,0.61471,-0.045876
0.49892,2.7434,0.90284,0.13946
0.10461,15.123,0.37178,1.2531
0.088533,22.561,0.3798,0.2207
0.26546,10.822,0.50578,1.4274
0.18842,11.034,1.054,1.401
0.13063,18.376,0.4389,0.5181
0.063268,27.087,0.45052,0.45336
0.19219,6.9681,0.15606,0.28235
0.22397,8.0335,0.015405,0.11653
0.066799,29.173,0.77242,0.80782
0.20575,12.231,-0.20993,0.096435
0.067569,39.785,0.37521,0.13885
0.14286,7.0136,0.56515,1.4837
0.094163,13.371,0.32857,0.85088
0.22366,12.343,0.78813,0.56131
0.2667,2.8465,0.78232,1.1179
0.40236,3.4257,0.21902,-0.0062667
0.057853,27.268,0.27193,0.9843
0.11019,13.519,-0.28985,0.8901
0.39575,6.5566,-1.2692,-0.21485
0.27798,6.7019,0.81793,0.22459
0.15833,10.713,0.64505,1.3267
0.48697,1.5915,0.42471,1.1494
0.29333,4.3168,1.5805,1.0816
0.5103,2.9023,0.96184,1.3482
0.48157,3.9158,-0.16846,0.062659
0.13293,6.8672,0.88636,1.4099
0.35452,8.5982,-0.6756,0.51763
0.1602,5.1009,1.5336,1.0756
0.57621,1.449,0.41031,1.0696
0.30716,5.073,0.69253,0.14547
0.10105,3.5483,0.98234,1.0465
