0.33101,6.2317,0.60609,0.016767,12.058,0.3163
0.47499,2.9728,0.88934,0.0096258,10.725,0.27082
0.066401,23.718,0.35801,0.022979,10.537,0.25567
0.095295,21.12,0.36559,0.0085808,12.928,0.34661
0.25487,12.805,0.48568,0.0026213,9.4312,0.19743
0.1483,14.353,1.04,0.0091891,9.6786,0.1955
0.12335,20.086,0.43588,0.022378,11.352,0.28144
0.06627,25.971,0.43385,0.018244,12.455,0.32888
0.17766,7.7038,0.14364,0.014198,11.119,0.28365
0.22452,8.3552,-0.024974,0.015938,11.89,0.30998
0.065475,31.985,0.78417,0.013669,11.271,0.29566
0.21078,12.412,-0.22045,0.019673,12.349,0.32516
0.078307,34.163,0.36829,0.0078533,13.496,0.36028
0.13708,8.9952,0.5503,0.0041978,9.3314,0.15611
0.083373,15.481,0.30955,0.0090413,10.547,0.2613
0.2211,13.151,0.75529,0.0036889,10.457,0.27097
0.11912,6.0118,0.73479,0.0049051,9.4018,0.16126
0.31977,4.464,0.16058,0.080623,13.599,0.26753
0.050709,31.777,0.25428,0.0091064,11.37,0.30097
0.091699,16.304,-0.31225,0.0035375,10.699,0.2828
0.3898,6.6422,-1.268,0.021071,12.634,0.33052
0.23121,7.8307,0.7994,0.046986,11.958,0.29688
0.13196,13.662,0.62606,0.0010853,9.489,0.22625
0.097343,6.3371,0.39063,0.028843,9.9411,0.16683
0.17841,6.9013,1.547,0.013349,9.6805,0.16419
0.41489,4.19,0.82017,0.0042203,9.3223,0.1159
0.43515,4.3871,-0.16026,0.11869,11.591,0.30548
0.066664,12.673,0.88229,0.045823,9.6588,0.20672
0.35998,8.7576,-0.68443,0.06353,11.632,0.33536
0.064417,11.011,1.4916,0.014732,10.131,0.22544
0.091053,5.783,0.36817,0.023845,9.8978,0.17417
0.27419,5.6867,0.67512,0.012973,10.942,0.27607
0.050579,7.5627,0.97799,0.020473,9.9375,0.17795
