0.06266,23.609,0.33814,0.055068
0.076461,25.553,0.36734,0.0029441
0.20931,13.561,0.47249,0.11279
0.11123,17.085,0.98132,0.088339
0.11688,20.085,0.41792,0.025335
0.0564,29.925,0.43629,0.013623
0.1468,8.5253,0.14652,0.029471
0.19982,8.802,0.0074255,0.017851
0.062718,30.78,0.75923,0.028774
0.1804,13.662,-0.192,-0.0071411
0.064081,41.591,0.36978,0.0011601
0.060122,15.337,0.55561,0.10251
0.068901,17.677,0.30121,0.04908
0.21021,13.278,0.75976,0.056387
0.044934,11.912,0.74089,0.089414
0.29685,4.2729,0.23226,0.009067
0.044001,34.858,0.25574,0.027549
0.072752,19.38,-0.30466,0.041505
0.36004,7.1717,-1.2439,-0.042535
0.23732,7.5424,0.80024,0.019073
0.090071,17.245,0.63635,0.08187
0.055878,12.939,0.80055,0.099018
0.39226,4.5668,-0.14932,0.020868
0.047806,16.912,0.86166,0.083744
0.33795,9.0627,-0.66367,0.031767
0.041215,15.08,1.4836,0.073582
0.18978,7.2548,0.65767,0.019201
0.026441,12.173,0.96921,0.084594
