0.29865,5.1694,0.52812,0.041166
0.36212,3.5285,0.83438,0.17502
0.11244,14.388,0.38408,0.097397
0.13873,15.889,0.40569,0.018638
0.25033,14.183,0.30969,0.10256
0.14995,14.941,1.0775,0.10124
0.1518,17.523,0.39207,0.028994
0.11705,15.532,0.62356,0.073083
0.1206,8.0323,0.099155,0.08449
0.21184,8.6067,-0.00037715,0.026541
0.16441,14.202,1.0142,0.069264
0.23425,13.201,-0.22898,0.017814
0.15951,17.476,0.26675,0.024325
0.12007,9.7333,0.31922,0.16011
0.12524,8.3719,0.31664,0.078665
0.19714,13.436,0.58744,0.080158
0.084006,6.8186,0.36064,0.13872
0.35717,4.2776,0.091529,0.03114
0.098738,20.8,0.74072,0.031711
0.12016,12.088,-0.16061,0.081735
0.28459,7.2941,-1.1031,0.027428
0.24177,7.6315,0.82264,0.036708
0.26509,13.187,1.0073,0.19402
0.052371,6.3616,0.30962,0.15407
0.082141,9.2951,1.2962,0.16682
0.10286,9.2461,0.83316,0.21214
0.14424,9.5029,-0.3186,0.044259
0.091258,8.8752,0.6394,0.13274
0.28574,8.8583,-0.43856,0.048722
0.093345,8.7877,1.3123,0.10964
0.074228,6.8654,0.36885,0.13576
0.15293,7.58,0.81747,0.095192
0.049559,7.336,1.0319,0.15468
