0.3658,5.8231,0.60958,0.035661
0.63564,2.5429,0.90947,0.10996
0.071994,22.232,0.3357,0.06188
0.08479,23.87,0.36839,0.015213
0.26723,12.933,0.52033,0.13492
0.18473,12.827,1.1153,0.12858
0.13591,18.443,0.43251,0.035535
0.054028,32.047,0.44116,0.017867
0.21267,6.7733,0.12689,0.051942
0.23787,8.0629,-0.043535,0.038327
0.059758,33.989,0.80069,0.029301
0.22735,11.554,-0.27665,0.020799
0.061183,44.181,0.35684,0.009419
0.18458,7.6441,0.54803,0.21291
0.084765,15.642,0.29461,0.059599
0.2349,13.227,0.77541,0.067754
0.27156,3.6464,0.73461,0.30477
0.47952,3.1225,0.18217,0.04553
0.035891,44.171,0.25697,0.02397
0.090636,16.96,-0.3616,0.052627
0.47784,6.0245,-1.4911,0.023286
0.30034,6.5724,0.82201,0.044444
0.14535,13.199,0.64722,0.11673
0.14874,4.2322,0.36283,0.2787
0.24547,5.6881,1.6219,0.21114
0.51246,3.7365,0.87223,0.29302
0.58884,3.5859,-0.23454,0.052388
0.10294,9.7506,0.88895,0.15114
0.37625,8.8225,-0.77178,0.046716
0.092965,8.2865,1.5526,0.1398
0.56241,2.2023,0.3572,0.40379
0.42742,4.2619,0.71029,0.065533
0.11612,3.5347,0.99189,0.30498
